27635.000	10.000
26814.000	19.999
25857.000	30.000
24729.000	39.999
24011.000	50.000
22893.000	59.999
22506.000	70.000
21281.000	80.000
20108.000	89.999
19559.000	100.000
18749.000	109.999
18035.000	120.000
17306.000	129.999
16544.000	140.000
15943.000	150.000
15109.000	159.999
14806.000	170.000
14061.000	179.999
13587.000	190.000
12748.000	199.999
12602.000	210.000
11879.000	220.000
11374.000	229.999
11137.000	240.000
10598.000	249.999
10107.000	260.000
9786.000	269.999
9360.000	280.000
8851.000	290.000
8466.000	299.999
8181.000	310.000
7919.000	319.999
7558.000	330.000
7383.000	339.999
6903.000	350.000
6730.000	360.000
6484.000	369.999
6079.000	380.000
5884.000	389.999
5608.000	400.000
5347.000	409.999
5199.000	420.000
4917.000	430.000
4664.000	439.999
4537.000	450.000
4390.000	459.999
4119.000	470.000
